,movie,bechdel_pass
5051,sawii,1
5052,sayuncle,0
5053,separatelies,0
5054,serenity,1
5055,shopgirl,0
5056,sincity,1
5057,singlewhitefemale2thepsycho,1
5058,thesisterhoodofthetravelingpants,1
5059,sistersinlaw,1
5060,theskeletonkey,1
5061,skyhigh,1
5062,sonofthemask,0
5063,sophiescholl-dieletztentage,1
5064,thesquidandthewhale,0
5065,starwarsepisodeiii-revengeofthesith,0
5066,starwarsrevelations,1
5067,stay,0
5068,stealth,0
5069,strangerswithcandy,1
5070,thesun,0
5071,survivalisland,0
5072,sweetland,1
5073,swimmers,1
5074,thankyouforsmoking,0
5075,thethreeburialsofmelquiadesestrada,1
5076,tickets,0
5077,tideland,1
5078,tjenarekungen,1
5079,transamerica,1
5080,transporter2,0
5081,tristramshandyacockandbullstory,0
5082,turtlesaresurprisinglyfastswimmers,1
5083,twelveandholding,1
5084,twitches,0
5085,tylerperry’sdiaryofamadblackwoman,1
5086,urbanlegendsbloodymary,1
5087,vforvendetta,1
5088,valiant,0
5089,vampirebats,1
5090,theviolin,0
5091,waiting...,1
5092,walktheline,1
5093,wallace&gromitthecurseofthewere-rabbit,0
5094,waroftheworlds,1
5095,water,1
5096,weddingcrashers,1
5097,theweddingdate,1
5098,westbankstory,0
5099,wherethetruthlies,1
5100,whitenoise,0
5101,wildthingsdiamondsintherough,1
5102,wolfcreek,1
5103,yoursmineandours,1
5104,zathuraaspaceadventure,0
5105,13goingon30,1
5106,2046,1
5107,3-iron,0
5108,50firstdates,0
5109,9songs,0
5110,achristmascarolthemusical,0
5111,acinderellastory,1
5112,adirtyshame,1
5113,agoodwoman,1
5114,ahomeattheendoftheworld,1
5115,alovesongforbobbylong,1
5116,aseparatepeace,0
5117,averylongengagement,1
5118,aefondkiss...,0
5119,afterthesunset,1
5120,alexander,0
5121,alltheshipsatsea,1
5122,anchormanthelegendofronburgundy,1
5123,appleseed,1
5124,aroundtheworldin80days,0
5125,theassassinationofrichardnixon,0
5126,theaviator,0
5127,avpalienvs.predator,1
5128,banlieue13,0
5129,barbieastheprincessandthepauper,1
5130,beforesunset,0
5131,beforethefall,0
5132,beingjulia,1
5133,bionicle2legendsofmetrunui,0
5134,bladetrinity,1
5135,blessed,1
5136,bornintobrothelscalcutta'sredlightkids,1
5137,thebournesupremacy,0
5138,bratzthevideostarrin'&stylin',1
5139,brideandprejudice,1
5140,bridgetjonestheedgeofreason,1
5141,bringitonagain,1
5142,thebutterflyeffect,0
5143,caribe,1
5144,catwoman,1
5145,cellular,1
5146,christmaswiththekranks,1
5147,thechroniclesofriddick,0
5148,closer,1
5149,collateral,0
5150,confessionsofteenagedramaqueen,1
5151,connieandcarla,1
5152,corpses,1
5153,crash,1
5154,creep,1
5155,crimesoffashion,1
5156,cubezero,1
5157,d.e.b.s.,1
5158,danielthewizard,0
5159,dawnofthedead,1
5160,thedayaftertomorrow,1
5161,deadman'sshoes,0
5162,dearfrankie,1
5163,deruntergang(downfall),1
5164,dirtydancinghavananights,1
5165,dodgeballatrueunderdogstory,1
5166,thedoorinthefloor,0
5167,doubledare,1
5168,duckseason,0
5169,theedukators,1
5170,ellaenchanted,1
5171,eternalsunshineofthespotlessmind,0
5172,eulogy,1
5173,eurotrip,0
5174,thefinalcut,0
5175,findingneverland,1
5176,flightofthephoenix,0
5177,g.o.r.a.,0
5178,gardenstate,1
5179,ghostcat,1
5180,gingersnaps2unleashed,1
5181,gladiatress,1
5182,thegrudge,1
5183,hanaandalice,1
5184,haroldandkumargotowhitecastle,1
5185,harrypotterandtheprisonerofazkaban,1
5186,haurunougokushiro(howl'smovingcastle),1
5187,hewascool(geunomeunmeoshiteotda),1
5188,head-on,1
5189,hellboy,0
5190,theholygirl,1
5191,homeontherange,1
5192,hotel,1
5193,houseofd,0
5194,houseofvoices(saintange),1
5195,ihearthuckabees,1
5196,irobot,0
5197,immortal(advitam),1
5198,ingoodcompany,0
5199,inmycountry,1
5200,insearchofsanta,1
5201,theincredibles,1
5202,innocence,1
5203,ironjawedangels,1
5204,jennifer'sshadow,1
5205,jerseygirl,0
5206,killbillvol.2,1
5207,kinsey,1
5208,kungfuhustle,0
5209,ladiesinlavender,1
5210,layercake,0
5211,lemonysnicket'saseriesofunfortunateevents,1
5212,thelibrarianquestforthespear,1
5213,thelifeaquaticwithstevezissou,0
5214,thelionking11/2,0
5215,m.kumarans/omahalakshmi,0
5216,themachinist,0
5217,magyarvandor,0
5218,mangokiss,1
5219,mariafullofgrace,1
5220,marseille,1
5221,meangirls,1
5222,meetthefockers,1
5223,mickeydonaldgoofythethreemusketeers,0
5224,milliondollarbaby,1
5225,mindhunters,0
5226,miracle,0
5227,mulanii,1
5228,mxpmostextremeprimate,0
5229,mysummeroflove,1
5230,mysteriousskin,0
5231,napoleondynamite,0
5232,narutothemovieninjaclashinthelandofsnow,1
5233,nationaltreasure,0
5234,nemmenoildestino,0
5235,newyorkminute,1
5236,nina,1
5237,nochnoydozor(nightwatch),0
5238,northandsouth,1
5239,thenotebook,1
5240,notremusique,0
5241,ocean'stwelve,0
5242,onepointo,0
5243,or,1
5244,palindromes,0
5245,thepassionofthechrist,1
5246,theperfectscore,1
5247,thephantomoftheopera,0
5248,theplacepromisedinourearlydays,0
5249,pokemonthemoviedestinydeoxys,0
5250,thepolarexpress,0
5251,primer,0
5252,theprinceandme,0
5253,theprincessdiaries2royalengagement,1
5254,thepunisher,0
5255,puppetmastervsdemonictoys,1
5256,raiseyourvoice,1
5257,raisinghelen,1
5258,ray,1
5259,residentevilapocalypse,1
5260,romasanta,0
5261,saved!,1
5262,savingface,1
5263,saw,0
5264,sayyesquickly,1
5265,scoobydoo2monstersunleashed,1
5266,theseainside,1
5267,secretwindow,0
5268,sharktale,0
5269,shaunofthedead,1
5270,shehateme,0
5271,shimotsumamonogatari(kamikazegirls),1
5272,shrek2,1
5273,shutter,0
5274,sideways,1
5275,skeletonman,1
5276,skycaptainandtheworldoftomorrow,1
5277,sleepover,1
5278,soulplane,1
5279,spanglish,1
5280,speak,1
5281,spider-man2,0
5282,thespiritofjeetkunedo,0
5283,thespongebobsquarepantsmovie,1
5284,stagebeauty,0
5285,thestepfordwives,1
5286,stopmomtheresa!,0
5287,stuckinthesuburbs,1
5288,swades,1
5289,takinglives,0
5290,talesfromthecrapper,1
5291,taxi,1
5292,teamamericaworldpolice,0
5293,terkeliknibe,0
5294,theterminal,0
5295,theycameback,1
5296,thethirdsociety,0
5297,three...extremes,1
5298,thunderbirds,1
5299,tremors4thelegendbegins,1
5300,tropicalmalady,0
5301,troy,0
5302,vanhelsing,1
5303,veer-zaara,1
5304,veradrake,1
5305,thevillage,1
5306,walkingtall,0
5307,whitechicks,1
5308,thewholetenyards,0
5309,wimbledon,1
5310,withbloodonmyhandspusherii,1
5311,withoutapaddle,1
5312,yu-gi-oh!themovie,0
5313,2fast2furious,0
5314,21grams,1
5315,2ldk,1
5316,ataleoftwosisters,1
5317,anunexpectedlove,1
5318,angelsinamerica,1
5319,angermanagement,0
5320,aprèsvous,1
5321,april'sshower,1
5322,avenueq,0
5323,azumi,0
5324,badboysii,0
5325,badsanta,0
5326,thebarbarianinvasions,1
5327,barbieofswanlake,1
5328,basic,1
5329,thebestofyouth,1
5330,bigfish,0
5331,theblindswordsmanzatoichi,0
5332,bonvoyage,1
5333,brotherbear,0
5334,thebrownbunny,1
5335,brucealmighty,1
5336,busan,0
5337,calendargirls,1
5338,camp,1
5339,casadelosbabys,1
5340,thecatinthehat,1
5341,charlie'sangelsfullthrottle,1
5342,cheaperbythedozen,0
5343,thecheetahgirls,1
5344,coffeeandcigarettes,1
5345,coldmountain,1
5346,thecore,1
5347,cradle2thegrave,0
5348,daddydaycare,1
5349,daredevil,0
5350,darknessfalls,0
5351,degrønneslagtere('greenbutchers'),0
5352,deadlikeme,1
5353,despiser,0
5354,diesirae,0
5355,distantlights(lichter),1
5356,dogville,1
5357,downwithlove,1
5358,dreamcatcher,0
5359,thedreamers,0
5360,elephant,1
5361,elf,0
5362,evil,0
5363,fearx,0
5364,finaldestination2,1
5365,findingnemo,0
5366,thefiveobstructions,0
5367,theforestforthetrees,1
5368,freakyfriday,1
5369,freddyvs.jason,1
5370,gigli,0
5371,girlwithapearlearring,1
5372,girlswillbegirls,1
5373,goodbyelenin!,1
5374,gothika,1
5375,thehebrewhammer,0
5376,heungjohchowheungyauchow(turnleftturnright),1
5377,highrollerthestuungarstory,1
5378,hightension,1
5379,holes,0
5380,hollywoodhomicide,0
5381,hotwheelsworldracehighway35,0
5382,houseof1000corpses,1
5383,houseofsandandfog,1
5384,houseofthedead,0
5385,howtoloseaguyin10days,1
5386,hulk,0
5387,icapturethecastle,1
5388,i'mnotscared,1
5389,identity,0
5390,inhell,0
5391,inthecut,1
5392,interstella5555the5toryofthe5ecret5tar5ystem,0
5393,intolerablecruelty,1
5394,it'sbettertobewantedformurderthannottobewantedatall,0
5395,theitalianjob,0
5396,jeeperscreepersii,1
5397,johnnyenglish,0
5398,ju-on2,1
5399,thejunglebook2,0
5400,kangaroojack,0
5401,killbillvol.1,1
5402,kontroll,0
5403,laracrofttombraiderthecradleoflife,1
5404,thelastsamurai,0
5405,ledivorce,1
5406,theleagueofextraordinarygentlemen,0
5407,legallyblonde2redwhite&blonde,1
5408,lestriplettesdebelleville,1
5409,thelizziemcguiremovie,1
5410,thelordoftheringsthereturnoftheking,0
5411,lostintranslation,1
5412,loveactually,1
5413,lovemeifyoudare,0
5414,maisquiatuépamelarose?,0
5415,malibuspringbreak,1
5416,themanwhocopied,0
5417,masterandcommanderthefarsideoftheworld,0
5418,thematrixreloaded,0
5419,thematrixrevolutions,1
5420,memoriesofmurder,1
5421,milchwald,1
5422,themissing,1
5423,moietmonblanc,0
5424,monalisasmile,1
5425,monster,1
5426,themother,1
5427,myboss'sdaughter,1
5428,mylifewithoutme,1
5429,mysticriver,1
5430,nathalie...,1
5431,nothing,0
5432,offthemap,1
5433,oldschool,0
5434,oldboy,0
5435,onceuponatimeinmexico,0
5436,ong-bak,0
5437,openwater,0
5438,owningmahowny,0
5439,paycheck,0
5440,peterpan,1
5441,piratesofthecaribbeanthecurseoftheblackpearl,1
5442,pokemonjirachi-wishmaker,1
5443,preyforrock&roll,1
5444,prideandprejudice,1
5445,rats,1
5446,therecruit,0
5447,rightontrack,1
5448,robotstories,1
5449,theroom,1
5450,rugratsgowild,1
5451,runawayjury,0
5452,s.w.a.t.,1
5453,scarygodmotherhalloweenspooktakular,1
5454,scarymovie3,1
5455,theschoolofrock,1
5456,secondhandlions,0
5457,shanghaiknights,0
5458,shatteredglass,0
5459,sinbadlegendofthesevenseas,0
5460,soldier'sgirl,1
5461,something'sgottagive,1
5462,springsummerfallwinter...andspring,0
5463,spykids3-dgameover,1
5464,starabasn.kiedysloncebylobogiem(anancienttalewhenthesunwasgod),0
5465,thestationagent,1
5466,stupeurettremblements,1
5467,sunsetstory,1
5468,swimmingpool,1
5469,sylvia,1
5470,tearsofthesun,1
5471,terminator3riseofthemachines,1
5472,thirteen,1
5473,timeofthewolf,0
5474,timeline,0
5475,tokyogodfathers,1
5476,toughluck,0
5477,undead,1
5478,underthetuscansun,1
5479,underworld,1
5480,uptowngirls,1
5481,viewfromthetop,1
5482,voicesofadistantstar,0
5483,warriorqueen,1
5484,whatagirlwants,0
5485,wrongturn,1
5486,x2(x-men2),1
5487,24hourpartypeople,0
5488,25thhour,0
5489,28dayslater...,1
5490,8femmes,1
5491,8mile,0
5492,ahidember,0
5493,alafolie...pasdutout,1
5494,amimadrelegustanlasmujeres,1
5495,aringofendlesslight,1
5496,awalktoremember,1
5497,aboutaboy,0
5498,aboutschmidt,0
5499,adaptation,1
5500,theadventuresofplutonash,0
5501,aligindahouse,0
5502,allornothing,1
5503,amandla!arevolutioninfourpartharmony,1
5504,amen.,0
5505,antwonefisher,0
5506,apartment#5c,1
5507,armitagedualmatrix,0
5508,asterix&obelixmissioncleopatra(astérixetobélixmissioncléopâtre),1
5509,austinpowersingoldmember,0
5510,badcompany,0
5511,bangbangyou'redead,0
5512,thebangersisters,1
5513,barbieasrapunzel,0
5514,below,0
5515,ben&arthur,0
5516,benditlikebeckham,1
5517,bigfatliar,1
5518,biggirlsdon'tcry,1
5519,bigtrouble,1
5520,bladeii,0
5521,bluecrush,1
5522,thebourneidentity,0
5523,brownsugar,0
5524,bungalow,0
5525,cabinfever,1
5526,cadetkelly,1
5527,carrie,1
5528,catchmeifyoucan,0
5529,charlottesometimes,0
5530,cheats,1
5531,chicago,1
5532,cityofgod,0
5533,thecoastguard,0
5534,confessionsofadangerousmind,0
5535,crossroads,1
5536,cube2hypercube,1
5537,cypher,0
5538,thedangerouslivesofaltarboys,0
5539,darkwater(honoguraimizunosokokara),1
5540,deathtosmoochy,0
5541,demonlover,1
5542,devdas,1
5543,dieanotherday,0
5544,dirtyprettythings,1
5545,divinesecretsoftheya-yasisterhood,1
5546,dogsoldiers,0
5547,draculapagesfromavirgin'sdiary,0
5548,dragonfly,0
5549,drumline,0
5550,dummy,1
5551,elbonaerense,0
5552,embrassezquivousvoudrez,1
5553,enough,0
5554,equilibrium,0
5555,farfromheaven,1
5556,femmefatale,1
5557,frida,0
5558,fridayafternext,0
5559,froidcommel'été(coldassummer),1
5560,funnyhaha,1
5561,gangsofnewyork,0
5562,gerry,0
5563,getaclue,1
5564,ghostship,1
5565,thegoodgirl,1
5566,hableconella[talktoher],1
5567,harrypotterandthechamberofsecrets,1
5568,highcrimes,1
5569,homeroom,1
5570,thehotchick,1
5571,thehours,1
5572,thehunchbackofnotredameii,0
5573,hystericalblindness,1
5574,ispy,0
5575,i'mwithlucy,0
5576,iceage,0
5577,igbygoesdown,0
5578,theimportanceofbeingearnest,1
5579,infernalaffairs,0
5580,insomnia,0
5581,intimatestories,1
5582,irreversible,0
5583,isitcollegeyet?,1
5584,jackassthemovie,0
5585,ju-onthegrudge,1
5586,k-19thewidowmaker,0
5587,lifeorsomethinglikeit,1
5588,liloandstitch,1
5589,lilya4-ever,1
5590,loenatik-demoevie,1
5591,thelordoftheringsthetwotowers,1
5592,loslunesalsol,0
5593,low-flyingaircraft,1
5594,themagdalenesisters,1
5595,maggieandannie,1
5596,maidinmanhattan,1
5597,marionbridge,1
5598,themasterofdisguise,0
5599,may,1
5600,meninblackii,0
5601,minorityreport,0
5602,moonlightmile,1
5603,morverncallar,1
5604,themothmanprophecies,0
5605,mrdeeds,0
5606,mybigfatgreekwedding,1
5607,naqoyqatsi,0
5608,nekonoongaeshi(thecatreturns),1
5609,nonightistoolong,0
5610,onehourphoto,0
5611,panicroom,1
5612,phonebooth,0
5613,thepianist,0
5614,planetoftheeroticape,1
5615,thepowerpuffgirls,1
5616,punch-drunklove,0
5617,queenofthedamned,1
5618,thequietamerican,0
5619,rabbit-prooffence,1
5620,therats,1
5621,realwomenhavecurves,1
5622,reddragon,0
5623,reignoffire,0
5624,residentevil,1
5625,thering,1
5626,ripley'sgame,0
5627,roadtoperdition,0
5628,rosered,1
5629,therulesofattraction,1
5630,s1m0ne,1
5631,thesantaclause2,0
5632,scooby-doo,1
5633,thescorpionking,0
5634,secretary,1
5635,signs,0
5636,slaphershe'sfrench!,1
5637,snowdogs,0
5638,solaris,0
5639,spider,0
5640,spider-man,0
5641,spiritstallionofthecimarron,0
5642,spun,1
5643,spykids2islandoflostdreams,1
5644,startreknemesis,0
5645,starwarsepisodeii-attackoftheclones,1
5646,thesumofallfears,0
5647,sweethomealabama,1
5648,sweetsixteen,0
5649,thesweetestthing,1
5650,sympathyformr.vengeance,1
5651,tanderepente,1
5652,teknolust,1
5653,ten,1
5654,they,1
5655,timechanger,0
5656,thetimemachine,0
5657,tippingthevelvet,1
5658,tomiesaishuu-sho-kindannokajitsu,1
5659,thetransporter,0
5660,treasureplanet,1
5661,truconfessions,1
5662,tuckeverlasting,1
5663,thetuxedo,0
5664,thetwilightsamurai,1
5665,twoweeksnotice,1
5666,undercoverbrother,1
5667,unfaithful,1
5668,thevaginamonologues,0
5669,valamiamerika,0
5670,wakingupinreno,1
5671,weweresoldiers,1
5672,whalerider,1
5673,whiteoleander,1
5674,wilburwantstokillhimself,1
5675,thewildthornberrysmovie,1
5676,windtalkers,0
5677,wisegirls,1
5678,xxx,0
5679,yingxiong(hero),1
5680,yossi&jagger,0
5681,the51ststate,0
5682,abeautifulmind,0
5683,aknight'stale,0
5684,alongcameaspider,1
5685,amazonsandgladiators,1
5686,amelie,1
5687,americanoutlaws,0
5688,americanpie2,1
5689,animusic,0
5690,antitrust,0
5691,arachnid,1
5692,aritehime/princessarete,1
5693,artificialintelligenceai,0
5694,theatlantisconspiracy,1
5695,atlantisthelostempire,0
5696,bandofbrothers,0
5697,baran,0
5698,barbieinthenutcracker,1
5699,behindenemylines,0
5700,belphegorphantomofthelouvre(belphegor-lefantomedulouvre),1
5701,blackhawkdown,0
5702,blow,0
5703,thebreed,0
5704,bridgetjones'sdiary,1
5705,brotherhoodofthewolf,0
5706,caos,1
5707,charlottegray,1
5708,chorichorichupkechupke,0
5709,cowboybebopthemovie,1
5710,thecurseofthejadescorpion,1
5711,dagon,1
5712,derschuhdesmanitu,0
5713,don'tsayaword,1
5714,donniedarko,1
5715,dr.dolittle2,1
5716,elespinazodeldiablo,0
5717,elvira'shauntedhills,1
5718,epoch,0
5719,escanabaindamoonlight,0
5720,evolution,1
5721,thefastandthefurious,0
5722,fatgirl,1
5723,finalfantasythespiritswithin,0
5724,finder'sfee,0
5725,frailty,0
5726,freddygotfingered,0
5727,fromhell,1
5728,ghostworld,1
5729,ghostsofmars,1
5730,theglasshouse,1
5731,glitter,1
5732,go,0
5733,godisgreatandi'mnot,0
5734,gosfordpark,1
5735,goyangileulbutaghae(takecareofmycat),1
5736,gypsy83,1
5737,hannibal,1
5738,harrypotterandthesorcerer'sstone,1
5739,hediedwithafelafelinhishand,1
5740,heartbreakers,1
5741,hedwigandtheangryinch,1
5742,heist,1
5743,thehiddenhalf(nimeh-yepenhan),1
5744,highheelsandlowlifes,1
5745,hitched,1
5746,howhigh,0
5747,humannature,1
5748,hundstage,1
5749,iamsam,1
5750,impostor,0
5751,inthebedroom,1
5752,inthetimeofthebutterflies,1
5753,jasonx,1
5754,jayandsilentbobstrikeback,1
5755,jeeperscreepers,1
5756,jesuschristvampirehunter,0
5757,jimmyneutronboygenius,1
5758,josieandthepussycats,1
5759,jumptomorrow,1
5760,jurassicparkiii,0
5761,k-pax,0
5762,kabhikhushikabhiegham...,1
5763,kairo,1
5764,kate&leopold,0
5765,kissofthedragon,0
5766,kissingjessicastein,1
5767,koroshiya1,0
5768,l'uomoinpiù,0
5769,l.i.e.,0
5770,laciénaga,1
5771,lafilledekeltoum,1
5772,latourmontparnasseinfernale,1
5773,lagaan-onceuponatimeinindia,1
5774,thelandbeforetimeviiithebigfreeze,1
5775,laracrofttombraider,0
5776,latemarriage,0
5777,lefateignoranti,1
5778,legallyblonde,1
5779,thelegendofsuriyothai,1
5780,thelordoftheringsthefellowshipofthering,0
5781,lostanddelirious,1
5782,lovelyandamazing,1
5783,luckygirl(a.k.a.mydaughter'ssecretlife),1
5784,themajestic,0
5785,manic,1
5786,mewithoutyou,1
5787,themexican,0
5788,millenniumactress,0
5789,missminoes(a.k.aundercoverkitty),1
5790,themistsofavalon,1
5791,monkeybone,1
5792,monsoonwedding,1
5793,monster'sball,0
5794,monstersinc.,0
5795,mostlymartha,1
5796,moszkvater,0
5797,moulinrouge!,1
5798,mulhollanddr.,1
5799,themummyreturns,1
5800,themysticmasseur,0
5801,thenavigators,0
5802,notanotherteenmovie,1
5803,nowhereinafrica,1
5804,ocean'seleven,0
5805,theone,0
5806,theorder,0
5807,originalsin,0
5808,osmosisjones,1
5809,theothers,1
5810,pearlharbor,0
5811,thepianoteacher,1
5812,planetoftheapes,1
5813,theprincessdiaries,1
5814,ratrace,1
5815,readmylips,1
5816,recessschool'sout,1
5817,ridingincarswithboys,1
5818,theroyaltenenbaums,1
5819,rushhour2,1
5820,samsara,0
5821,savethelastdance,1
5822,scarymovie2,1
5823,thescore,0
5824,serendipity,1
5825,shallowhal,1
5826,shaolinsoccer,0
5827,shrek,0
5828,sistermaryexplainsitall,1
5829,slashers,1
5830,someonelikeyou...,1
5831,spiritedaway,1
5832,spygame,0
5833,spykids,1
5834,stranded,1
5835,sugar&spice,1
5836,suicideclub,1
5837,supertroopers,0
5838,sweetnovember,0
5839,swordfish,0
5840,tanguy,0
5841,thir13enghosts,0
5842,tomiere-birth,1
5843,trainingday,0
5844,tremors3backtoperfection,1
5845,valentine,0
5846,vanillasky,0
5847,volcanohigh,1
5848,waitingforgodot,0
5849,wakinglife,1
5850,warbride,1
5851,theweddingplanner,1
5852,wethotamericansummer,1
5853,whatmakesafamily,1
5854,wiedźmin(thehexer),1
5855,wit,1
5856,ytumamatambien,0
5857,yesbut...,1
5858,zaioniwishyouwerehere,1
5859,zenonthezequel,1
5860,zoolander,1
5861,102dalmatians,1
5862,28days,1
5863,the6thday,1
5864,agoodbaby,1
5865,alleycatsstrike,1
5866,almostfamous,1
5867,alvinandthechipmunksmeetthewolfman,1
5868,americanpsycho,1
5869,amoresperros,0
5870,anextremelygoofymovie,0
5871,autumninnewyork,0
5872,baise-moi,1
5873,bamboozlee,0
5874,batmanbeyondreturnofthejoker,1
5875,battleroyale,1
5876,thebeach,0
5877,beautiful,1
5878,beautifulcreatures,1
5879,bestinshow,1
5880,billyelliot,1
5881,blessthechild,0
5882,blinkendelygter('flickeringlights'),0
5883,blue'sbigmusicalmovie,1
5884,boilerroom,0
5885,bounce,0
5886,breadandroses,1
5887,bringiton,1
5888,castaway,0
5889,cecilb.demented,1
5890,thecell,0
5891,centerstage,1
5892,charlie'sangels,1
5893,cherryfalls,1
5894,chickenrun,1
5895,chocolat,1
5896,thecircle,1
5897,coyoteugly,1
5898,dancerinthedark,1
5899,dancingattheblueiguana,1
5900,darkdays,0
5901,dinnerrush,1
5902,dinosaur,1
5903,thedish,1
5904,dr.t&thewomen,1
5905,dragonheartanewbeginning,0
5906,dudewhere'smycar,0
5907,dune,1
5908,eenymeeny,1
5909,theemperor'snewgroove,1
5910,erinbrockovich,1
5911,fayeungninwa(inthemoodforlove),1
5912,thefamilyman,1
5913,finaldestination,0
5914,findingforrester,0
5915,flowersforalgernon,0
5916,thegift,1
5917,gingersnaps,1
5918,girlfight,1
5919,gladiator,0
5920,thegleanersandi,1
5921,goneinsixtyseconds,0
5922,greenfingers,1
5923,gundamwingthemovie-endlesswaltz,1
5924,hangingup,1
5925,hellraiserinferno,0
5926,highfidelity,0
5927,hollowman,1
5928,howthegrinchstolechristmas,1
5929,ifthesewallscouldtalk2,1
5930,isitfallyet,1
5931,theisle,0
5932,italianforbeginners,1
5933,j.s.a.jointsecurityarea,0
5934,josephkingofdreams,1
5935,ju-on,1
5936,ju-on2,0
5937,justeunequestiond'amour,0
5938,kao(face),1
5939,kevin&perrygolarge,1
5940,lacomunidad,1
5941,lafidelite,1
5942,leprechauninthehood,0
5943,life-size,1
5944,thelittlemermaid2returntothesea,1
5945,littlenicky,0
5946,love&basketball,1
5947,madaboutmambo,0
5948,malèna,1
5949,themanwhocried,1
5950,memyselfandirene,0
5951,meettheparents,0
5952,memento,0
5953,menofhonor,0
5954,misscongeniality,1
5955,missiontomars,0
5956,missionimpossibleii,0
5957,mr.accident,1
5958,nextfriday,0
5959,obrotherwhereartthou?,0
5960,oldschool,0
5961,operationdeltaforce5randomfire,0
5962,ordinarydecentcriminal,0
5963,thepatriot,1
5964,payitfoward,1
5965,theperfectstorm,0
5966,pictureclaire,1
5967,pitchblack,1
5968,playboynoboysallowed100%girls,1
5969,pokemonthemovie2000,1
5970,redplanet,0
5971,rememberthetitans,1
5972,thereplacements,1
5973,requiemforadream,1
5974,returntome,1
5975,ring0birthday(ringu0bâsudei),1
5976,theroadtoeldorado,0
5977,romeomustdie,0
5978,roozikezanshodam,1
5979,rugratsinparis,1
5980,sakuyayokaiden,1
5981,santawho?,0
5982,savinggrace,1
5983,scarymovie,1
5984,scream3,1
5985,sexybeast,0
5986,shanghainoon,0
5987,snatch.,0
5988,somevoices,0
5989,somethingbetweenus,1
5990,songcatcher,1
5991,sordidlives,1
5992,spacecowboys,0
5993,spackedout,0
5994,spiral,1
5995,supernova,1
5996,tadpole,0
5997,terrifier,1
5998,thirteendays,0
5999,thetiggermovie,0
6000,titana.e.,1
6001,titanic-laleggendacontinua,1
6002,together,1
6003,tomiereplay,1
6004,traffic,1
6005,tully,0
6006,unbreakable,0
6007,urbania,0
6008,verticallimit,0
6009,thewayofthegun,0
6010,whatliesbeneath,1
6011,whatwomenwant,0
6012,what'scooking?,1
6013,wheretheheartis,1
6014,thewholenineyards,1
6015,wohucanglong(crouchingtigerhiddendragon),1
6016,wonderboys,0
6017,x-men,0
6018,yiyi,1
6019,10thingsihateaboutyou,1
6020,the13thwarrior,0
6021,200cigarettes,1
6022,the4thfloor,1
6023,6ixtynin9,1
6024,8mm,0
6025,amidsummernight'sdream,0
6026,awalkonthemoon,1
6027,aimee&jaguar,1
6028,americanbeauty,1
6029,americanpie,0
6030,analyzethis,0
6031,annaandtheking,1
6032,annie,1
6033,anywherebuthere,1
6034,aristocrats,1
6035,asterixandobelixvs.caesar,0
6036,audition,0
6037,austinpowersthespywhoshaggedme,0
6038,beautravail,1
6039,beautifulpeople,0
6040,beingjohnmalkovich,1
6041,betterthanchocolate,1
6042,bicentennialman,1
6043,thebigkahuna,0
6044,blackandwhite,1
6045,theblairwitchproject,1
6046,blastfromthepast,1
6047,bluestreak,0
6048,theboondocksaints,0
6049,bowfinger,1
6050,boysdon'tcry,0
6051,bridgeofdragons,0
6052,brokedownpalace,1
6053,buti'macheerleader,1
6054,carrie2therage,1
6055,theciderhouserules,1
6056,cruelintentions,1
6057,deepbluesea,0
6058,thedeependoftheocean,0
6059,deucebigalowmalegigolo,1
6060,dick,1
6061,dogma,1
6062,doublejeopardy,1
6063,doubleplatinum,1
6064,dropdeadgorgeous,1
6065,eastiseast,1
6066,edtv,0
6067,election,1
6068,existenz,0
6069,eyeswideshut,1
6070,familyguy,1
6071,fantasia2000,0
6072,fightclub,0
6073,flawless,0
6074,forloveofthegame,0
6075,galaxyquest,0
6076,ghostdogthewayofthesamurai,0
6077,gigantics,0
6078,girlinterrupted,1
6079,go!,1
6080,thegreenmile,0
6081,thehaunting,1
6082,holysmoke,1
6083,humantraffic,1
6084,thehurricane,0
6085,inferno,0
6086,introducingdorothydandridge,1
6087,theirongiant,0
6088,jawbreaker,1
6089,juha,0
6090,kikujiro,0
6091,lakeplacid,1
6092,lossinnombre,1
6093,themagicallegendoftheleprechauns,1
6094,magnolia,1
6095,manonthemoon,0
6096,mansfieldpark,1
6097,thematrix,1
6098,mementomori,1
6099,messageinabottle,0
6100,themummy,0
6101,muppetsfromspace,1
6102,musicoftheheart,1
6103,mysterymen,0
6104,neverbeenkissed,1
6105,newwaterfordgirl,1
6106,theninthgate,0
6107,notoneless(yigedoubunengshao),1
6108,nottinghill,1
6109,octobersky,0
6110,officespace,0
6111,operationdeltaforce4deepfault,0
6112,theothersister,1
6113,outerspace,0
6114,payback,0
6115,pocketmonstersmewtwostrikesback!,0
6116,ravenous,0
6117,redball,1
6118,ring,1
6119,ring2(ringu2),1
6120,runawaybride,0
6121,scooby-doo!andthewitch’sghost,1
6122,screwedintallinn,1
6123,she'sallthat,1
6124,shojokakumeiutenaadolescencemokushiroku,1
6125,thesixthsense,1
6126,sleepyhollow,1
6127,smarthouse,1
6128,sonnenallee,0
6129,southparkbiggerlonger&uncut,1
6130,splendor,1
6131,starwarsepisodei-thephantommenace,1
6132,stigmata,1
6133,stormofthecentury,1
6134,thestraightstory,1
